"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
4218,"Q3B8N7","Tsc22d4","TSC22 domain family protein 4",7.06588753210078,40040.97694,-0.522480620155039
4219,"Q3B8N8","Pes1","Pescadillo homolog",6.78570669853355,67604.21714,-0.618771331058021
4220,"Q3B8P0","Parl","Presenilins-associated rhomboid-like protein, mitochondrial",9.92594633442292,42126.04284,0.0639257294429708
4221,"Q3B8Q0","Mapre2","Microtubule-associated protein RP/EB family member 2",5.23165586644177,36988.25324,-0.776380368098159
4222,"Q3B8Q1","Ddx21","Nucleolar RNA helicase 2",9.38536171119599,85965.67884,-0.749104859335038
4223,"Q3B8Q2","Eif4a3","Eukaryotic initiation factor 4A-III",6.32668442279995,46841.00634,-0.251824817518248
4224,"Q3KR55","U2af1","RCG60540, isoform CRA_a",9.09537356841384,27815.00104,-1.06652719665272
4225,"Q3KR59","Usp10","Ubiquitin carboxyl-terminal hydrolase 10",5.06102863902589,87311.22104,-0.453400503778338
4226,"Q3KR66","Psrc1","Proline/serine-rich coiled-coil protein 1",10.5979241516384,34577.27544,-0.610030395136778
4227,"Q3KR73","Kansl3","KAT8 regulatory NSL complex subunit 3",9.41357110624062,93035.13104,-0.239680729760547
4228,"Q3KR86","Immt","MICOS complex subunit Mic60 (Fragment)",5.56785002928722,67176.76604,-0.473399014778325
4229,"Q3KRC4","Gprc5c","G-protein coupled receptor family C group 5 member C",8.60738733689606,48449.49004,0.292290249433106
4230,"Q3KRC5","Dus3l","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like",7.78273324624817,71539.94474,-0.4065625
4231,"Q3KRD5","Tomm34","Mitochondrial import receptor subunit TOM34",9.22796767890474,34461.19024,-0.594498381877023
4232,"Q3KRD8","Eif6","Eukaryotic translation initiation factor 6",4.62610678730401,26571.06244,0.0881632653061224
4233,"Q3KRE0","Atad3","ATPase family AAA domain-containing protein 3",9.32351394017407,66758.97084,-0.659560067681895
4234,"Q3KRE2","Mettl7a","Methyltransferase like 7A, isoform CRA_b",8.7989556789347,28141.95564,0.145901639344262
4235,"Q3KRF1","Sp110","Sp110 nuclear body protein",9.74257378141602,53204.71054,-0.796652719665272
4236,"Q3LRZ1","Crtc2","CREB-regulated transcription coactivator 2",6.52171585081425,73145.85054,-0.509406657018813
4237,"Q3MHC2","Ints11","Integrator complex subunit 11",8.13484219155448,67840.63784,-0.199833333333333
4238,"Q3MHS2","Znf830","Zinc finger protein 830",5.22669998132008,41616.15134,-1.08918918918919
4239,"Q3MHS7","Gmds","GDP-mannose 4,6-dehydratase",6.9079228401409,42094.92894,-0.378763440860215
4240,"Q3MID3","Arfgap2","ADP-ribosylation factor GTPase-activating protein 2",8.11961458515698,56556.27634,-0.581346153846154
4241,"Q3MIE4","Vat1","Synaptic vesicle membrane protein VAT-1 homolog",6.18044008087452,43118.66844,-0.0482673267326733
4242,"Q3MJK5","Cdk12","Cyclin-dependent kinase 12",9.48016637323551,163790.42854,-0.916105121293801
4243,"Q3MQ06","Atg5","Autophagy protein 5",5.57227888035771,32398.15544,-0.441454545454545
4244,"Q3SWS8","Rae1","mRNA export factor",8.03281789463076,40919.06614,-0.489673913043478
4245,"Q3SWT0","Pecam1","Platelet endothelial cell adhesion molecule",6.33141126220031,76189.22474,-0.245870206489676
4246,"Q3SWT1;Q5FVP2","Nabp1;Nabp2","SOSS complex subunit B1",9.31357279284389,22115.86024,-0.633620565848054
4247,"Q3SWT4","Iws1","Protein IWS1 homolog",4.61267522958095,85447.84704,-1.39476439790576
4248,"Q3SWU0","Tarbp2","RISC-loading complex subunit TARBP2",5.88869824620223,38850.00394,-0.280821917808219
4249,"Q3SWU3","Hnrnpdl","Heterogeneous nuclear ribonucleoprotein D-like",9.13844914636394,35294.03194,-0.886956521739131
4250,"Q3T1I2","C1qtnf6","Complement C1q tumor necrosis factor-related protein 6",6.47598420282878,28972.79304,-0.286692015209126
4251,"Q3T1I4","Prrc1","Protein PRRC1",5.70304740371811,46278.55094,-0.121218961625282
4252,"Q3T1J1","Eif5a","Eukaryotic translation initiation factor 5A-1",5.07545443623476,16832.24984,-0.264935064935065
4253,"Q3T1J9","Mob1a","MOB kinase activator 1A",6.48116205644332,25079.75814,-0.348611111111111
4254,"Q3T1K5","Capza2","F-actin-capping protein subunit alpha-2",5.57656991761558,32967.06484,-0.586363636363636
4255,"Q3T1L0","Aldh16a1","Aldehyde dehydrogenase family 16 member A1",5.77197845929216,85414.46334,0.0145885286783042
4256,"Q3V5X8","Endog","Endonuclease",NA,NA,NA
4257,"Q3ZAU4","Kazald1","Kazal-type serine peptidase inhibitor domain 1",4.64887555967302,33171.46884,-0.282565789473684
4258,"Q3ZAV8","Edc4","Enhancer of mRNA-decapping protein 4",5.49846804399975,152595.92094,-0.307107320540156
4259,"Q3ZU82","Golga5","Golgin subfamily A member 5",5.73291621979487,82333.53264,-0.834065934065934
4260,"Q496Z0","Elp2","Elongator complex protein 2",5.54414442193025,91745.83474,-0.180633373934227
4261,"Q497A9","Eif4ebp2","Eukaryotic translation initiation factor 4E binding protein 2, isoform CRA_b",6.04372754725179,12886.36974,-0.566666666666667
4262,"Q497B0","Nit2","Omega-amidase NIT2",7.05482574569635,30700.99364,-0.284782608695652
4263,"Q497C3","Mettl26","Methyltransferase-like 26",7.05693287971985,22612.06704,-0.126960784313726
4264,"Q498D1","Foxp1","Forkhead box protein P1",6.19814795538819,79586.03924,-0.764135021097047
4265,"Q498E0","Txndc12","Thioredoxin domain-containing protein 12",5.25149434258333,19018.57654,-0.313529411764706
4266,"Q498M4","Wdr5","WD repeat-containing protein 5",8.54712923112398,36588.49304,-0.322155688622755
4267,"Q498R3","Dnajc10","DnaJ homolog subfamily C member 10",6.77525199165025,90747.38214,-0.365195460277427
4268,"Q498R7","Czib","CXXC motif containing zinc binding protein",5.05764238534339,18094.55254,-0.41875
4269,"Q498S0","Chst12","Carbohydrate sulfotransferase",7.82281021552954,49255.20644,-0.445584725536993
4271,"Q498U4","Sarnp","SAP domain-containing ribonucleoprotein",6.34101572007206,23604.80694,-0.88952380952381
4272,"Q498U6","Dffa","DNA fragmentation factor subunit alpha",4.35145353242946,28759.17894,-0.31811320754717
4273,"Q499N3","Wdr18","WD repeat-containing protein 18",6.52106261924539,47225.37564,-0.0412993039443156
4274,"Q499N5","Acsf2","Medium-chain acyl-CoA ligase ACSF2, mitochondrial",8.40292000399942,67886.47934,-0.153170731707317
4275,"Q499N6","Ubxn1","UBX domain-containing protein 1",5.2245580718318,33581.51984,-1.04242424242424
4276,"Q499T2","Ifi30","Gamma-interferon-inducible lysosomal thiol reductase",4.77224336279297,27644.15614,0.0149193548387096
4277,"Q499U8","Tmco4","Transmembrane and coiled-coil domain-containing protein 4",5.40945328659773,67794.78094,-0.0101426307448495
4278,"Q499V6","Zcrb1","Zinc finger CCHC-type and RNA-binding motif-containing protein 1",8.71683551012983,24544.73874,-0.870506912442396
4279,"Q499W2","Gins4","DNA replication complex GINS protein SLD5",5.1018364091367,26061.88284,-0.545291479820628
4280,"Q4AEF8","Copg1","Coatomer subunit gamma-1",5.26237690012163,97613.94844,-0.15137299771167
4281,"Q4AEG0","Gp9","Glycoprotein 9",5.90689269962301,20929.32454,0.11957671957672
4282,"Q4FZS1","Cbx8","Chromobox 8",NA,NA,NA
4283,"Q4FZT0","Stoml2","Stomatin-like protein 2, mitochondrial",8.748512247748,38413.95014,-0.191784702549575
4284,"Q4FZT2","Ppme1","Protein phosphatase methylesterase 1",5.67206635313823,42316.40774,-0.282901554404145
4285,"Q4FZT6","H2ac25","Histone H2A type 3",11.0496679940727,14121.46774,-0.478461538461538
4286,"Q4FZT8","Spryd4","SPRY domain-containing protein 4",9.39093052550209,23249.66954,-0.233333333333333
4287,"Q4FZT9","Psmd2","26S proteasome non-ATPase regulatory subunit 2",5.07821440440208,100187.60434,-0.173568281938326
4288,"Q4FZU0","Acp6","Acid phosphatase 6, lysophosphatidic",7.75048245922679,47280.65464,-0.272154963680387
4289,"Q4FZU2","Krt6a","Keratin, type II cytoskeletal 6A",8.10458320616585,59249.06194,-0.476086956521739
4290,"Q4FZU4","Adamtsl4","ADAMTS-like protein 4",8.53186277654396,112784.68554,-0.731747572815534
4291,"Q4FZU6","Anxa8","Annexin A8",5.55156902559825,36705.97574,-0.314984709480122
4292,"Q4FZV0","Manba","Beta-mannosidase",6.83410080454235,101221.26614,-0.262429057888763
4293,"Q4FZX5","Msrb2","Methionine-R-sulfoxide reductase B2, mitochondrial",9.18891926416514,19072.87884,-0.532183908045977
4294,"Q4FZY0","Efhd2","EF-hand domain-containing protein D2",5.01082407301336,26759.16764,-0.668200836820084
4295,"Q4G005","Ercc3","General transcription and DNA repair factor IIH helicase subunit XPB",7.03640741743461,89099.49174,-0.491048593350384
4296,"Q4G009","Mcts1","Malignant T-cell-amplified sequence 1",8.99136010481547,20550.22144,-0.148901098901099
4297,"Q4G017","Nisch","Nischarin",5.22041185613982,166502.91624,-0.225965379494008
4298,"Q4G050","Mknk1","MAP kinase-interacting serine/threonine-protein kinase 1",6.31465232829746,46213.57094,-0.439225181598063
4299,"Q4G061","Eif3b","Eukaryotic translation initiation factor 3 subunit B",4.96466988064051,90910.81024,-0.660476787954831
4300,"Q4G063","Creld2","Protein disulfide isomerase Creld2",4.47261160783609,38250.70084,-0.503438395415473
4301,"Q4G064","Coq5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",8.97520805331774,37300.75244,-0.338837920489297
4302,"Q4G069","Rmdn1","Regulator of microtubule dynamics protein 1",7.73425479402839,35400.54524,-0.293225806451613
4303,"Q4G075","Serpinb1a","Leukocyte elastase inhibitor A",5.92958480801898,42726.97904,-0.211609498680739
4304,"Q4G079","Aimp1","Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1",8.53262758264725,34573.88864,-0.48
4305,"Q4JEI3","Defa11","Defensin alpha 11",6.08756641658618,11349.11594,-0.123076923076923
4306,"Q4KLF8","Arpc5","Actin-related protein 2/3 complex subunit 5",5.47840162797414,16320.42074,-0.403973509933775
4307,"Q4KLG9","Zfand2b","AN1-type zinc finger protein 2B",6.57800109834145,27925.40884,-0.570817120622568
4308,"Q4KLH4","Pspc1","Paraspeckle component 1",6.27157164859139,58759.54194,-0.883141762452107
4309,"Q4KLH5","Agfg1","Arf-GAP domain and FG repeat-containing protein 1",8.82301228465976,58169.99324,-0.381105169340463
4310,"Q4KLI2","Trmt10a","tRNA methyltransferase 10 homolog A",8.81791980661827,38424.34584,-0.982985074626866
4311,"Q4KLI4","Ppil1","Peptidyl-prolyl cis-trans isomerase",7.95152207956197,18250.85554,-0.307831325301205
4312,"Q4KLI7","Sf3a3","Splicing factor 3a, subunit 3",5.23074671456406,58841.86974,-0.929740518962076
4313,"Q4KLJ3","Gnl2","Nucleolar GTP-binding protein 2",9.143068746988,83869.17944,-0.851634877384196
4314,"Q4KLJ8","Pdcl3","Phosducin-like protein 3",4.69588859831507,27699.24944,-0.712083333333333
4315,"Q4KLK7","Nop56","NOP56 ribonucleoprotein",9.11604068531333,65399.49684,-0.390136054421769
4316,"Q4KLK9","Ssu72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72",5.16447117538539,22544.43564,-0.614432989690722
4317,"Q4KLL0","Tcea1","Transcription elongation factor A protein 1",8.6514903249037,33893.49724,-0.808637873754153
4318,"Q4KLN6","Rrm2","Ribonucleoside-diphosphate reductase subunit M2",5.47174518479175,45038.67484,-0.242564102564103
4319,"Q4KLN7","Arfgap3","ADP-ribosylation factor GTPase-activating protein 3",8.57383590243125,57670.87744,-0.826285714285714
4320,"Q4KLY4","Rnf2","E3 ubiquitin-protein ligase RING2",6.17467030169342,34242.41194,-0.661688311688312
4321,"Q4KLZ6","Tkfc","Triokinase/FMN cyclase",7.25389916315596,59443.94824,0.242387543252595
4322,"Q4KM31","Limd2","LIM domain-containing protein 2",9.22968535265263,14236.17484,-0.6078125
4323,"Q4KM33","Plek","Pleckstrin",8.53114548569646,39995.78834,-0.553142857142857
4324,"Q4KM35","Psmb10","Proteasome subunit beta type-10",6.19195776068688,29038.18204,0.00659340659340658
4325,"Q4KM49","Yars1","Tyrosine--tRNA ligase, cytoplasmic",6.60040802001587,59115.27774,-0.384659090909091
4326,"Q4KM52","Blnk","B-cell linker protein",8.5045192032653,50633.60364,-0.92582056892779
4327,"Q4KM62","Palmd","Palmdelphin",5.43020619956451,62418.81764,-0.990744101633394
4328,"Q4KM65","Nudt21","Cleavage and polyadenylation specificity factor subunit 5",8.85961284866366,26240.28404,-0.407929515418502
4329,"Q4KM71","Sfpq","Splicing factor proline and glutamine-rich",9.45196732432516,75486.70524,-1.13032904148784
4330,"Q4KM73","Cmpk1","UMP-CMP kinase",5.67056057696391,22169.33304,-0.570408163265306
4331,"Q4KM74","Sec22b","Vesicle-trafficking protein SEC22b",8.67889784364285,24740.57984,-0.181860465116279
4332,"Q4KM92","Pus1","Pseudouridylate synthase 1 homolog",8.94244218512621,47515.20714,-0.551536643026005
4333,"Q4KM98","Mff","Mitochondrial fission factor",5.52174475468782,24970.57764,-0.478899082568807
4334,"Q4KMA2","Rad23b","UV excision repair protein RAD23 homolog B",4.75879573307875,43496.55084,-0.39710843373494
4335,"Q4L0E8","Rgs18","Regulator of G-protein signaling 18",8.58107422712251,27644.54904,-0.642127659574468
4336,"Q4QQR9","Memo1","Protein MEMO1",6.70397893577343,33679.10224,-0.33973063973064
4337,"Q4QQS7","Umps","Uridine 5'-monophosphate synthase",NA,NA,NA
4338,"Q4QQT3","Celf1","CUGBP Elav-like family member 1",8.70795436803247,52205.30244,-0.242505133470226
4339,"Q4QQT4","Ppp2r1b","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform",4.98979025609546,66006.39284,0.105490848585691
4340,"Q4QQT6","Brix1","Ribosome biogenesis protein BRX1 homolog",9.99037674041938,41114.96004,-0.766193181818182
4341,"Q4QQU1","Bud13","BUD13 homolog",9.95563414103581,71869.32724,-1.52012578616352
4342,"Q4QQU6","Smndc1","Survival of motor neuron-related-splicing factor 30",6.95737764054733,26783.20254,-0.907142857142857
4343,"Q4QQV0","Tubb6","Tubulin beta chain",NA,NA,NA
4344,"Q4QQV3","Fam162a","Protein FAM162A",10.0173416072218,17826.95184,-0.511612903225806
4345,"Q4QQV8","Chmp5","Charged multivesicular body protein 5",4.65070631654243,24575.72934,-0.800456621004566
4346,"Q4QQW4","Hdac1","Histone deacetylase 1",5.31408127202807,55092.98834,-0.712448132780083
4347,"Q4QQW8","Plbd2","Putative phospholipase B-like 2",6.25439019996912,65455.56144,-0.218974358974359
4348,"Q4QR73","Dnaja4","DnaJ (Hsp40) homolog, subfamily A, member 4",8.7118362342305,61876.09074,-0.93045045045045
4349,"Q4QR75","Exosc9","Exosome complex component RRP45",5.16209934066481,48881.79024,-0.404118993135011
4350,"Q4QR80","Mrps25","28S ribosomal protein S25, mitochondrial",9.12777029586988,19775.08754,-0.490058479532164
4351,"Q4QR85","Wdr77","Methylosome protein 50",5.08846153307994,37075.67994,-0.0961988304093567
4352,"Q4QRB2","Syf2","Pre-mRNA-splicing factor SYF2",8.69135005912969,28712.29334,-1.26859504132231
4353,"Q4QRB4","Tubb3","Tubulin beta-3 chain",4.82077620734747,50418.65454,-0.371333333333333
4354,"Q4TU93","Mrc2","C-type mannose receptor 2",5.66139545591159,167022.09184,-0.531148648648649
4355,"Q4V7A0","Skic8","SKI8 subunit of superkiller complex protein",5.17298428160379,33746.83074,-0.206885245901639
4356,"Q4V7A6","Phf10","PHD finger protein 10",6.28429543642603,55883.59914,-0.940241448692153
4357,"Q4V7C1","Cep43","Centrosomal protein 43",4.73118604078061,43011.70224,-0.551378446115288
4358,"Q4V7C6","Gmps","GMP synthase [glutamine-hydrolyzing]",6.21176924200343,76757.43544,-0.174603174603175
4359,"Q4V7C7","Actr3","Actin-related protein 3",5.61392936139169,47357.15094,-0.266985645933014
4360,"Q4V7C9","Nkap","NF-kappa-B-activating protein",10.1717623014351,47266.55634,-1.62722891566265
4361,"Q4V7D7","Rbm22","Pre-mRNA-splicing factor RBM22",8.83066362078079,46863.52244,-0.670476190476191
4362,"Q4V7E3","Zbed3","Zinc finger, BED domain containing 3, isoform CRA_a",5.69404352537778,26153.41134,-0.748936170212766
4363,"Q4V7E8","Lrrfip2","Leucine-rich repeat flightless-interacting protein 2",5.74638552278686,49772.58564,-1.03203661327231
4364,"Q4V7F5","Pih1d1","PIH1 domain-containing protein 1",5.25605787327223,32360.78754,-0.402758620689655
4365,"Q4V882","Epn3","Epsin-3",5.60005384620342,65047.93984,-0.563157894736842
4366,"Q4V885","Colec12","Collectin-12",5.27986553063187,81546.30764,-0.716172506738544
4367,"Q4V886","Paf1","RNA polymerase II-associated factor 1 homolog",4.56671246508207,60546.37534,-1.1796261682243
4368,"Q4V893","Gpalpp1","GPALPP motifs-containing protein 1",5.4140696237973,39174.06824,-1.37298850574713
4369,"Q4V896","Snx15","Sorting nexin-15",5.32895656813561,37905.48504,-0.737869822485207
4370,"Q4V898","Rbmx","RNA-binding motif protein, X chromosome",10.0590564709401,42257.83324,-1.3425641025641
4371,"Q4V8A0","Nsmce2","E3 SUMO-protein ligase NSE2",8.15805059851397,28246.25064,-0.763562753036437
4372,"Q4V8A2","Cdc27","Cell division cycle protein 27 homolog",6.76006992862273,91663.20814,-0.364320388349515
4373,"Q4V8B0","Oxr1","Oxidation resistance protein 1",5.00376627642999,92810.06474,-0.702860548271752
4374,"Q4V8B4","Chaf1b","Chromatin assembly factor 1 subunit B",5.82226203408641,62733.68824,-0.496678321678322
4375,"Q4V8C3","Eml1","Echinoderm microtubule-associated protein-like 1",6.56901235193316,89801.74484,-0.392506142506143
4376,"Q4V8C7","Prkra","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",8.81459793097926,34355.12054,-0.431629392971246
4377,"Q4V8C8","Cdc73","Parafibromin",9.62532333471851,60602.66474,-0.568173258003767
4378,"Q4V8E4","Cfap36","Cilia- and flagella-associated protein 36",4.93199704870336,39589.94664,-0.805539358600583
4379,"Q4V8F6","Pcbp2","Pcbp2 protein",8.2120797750508,35346.58464,-0.0704477611940299
4380,"Q4V8F9","Hsdl2","Hydroxysteroid dehydrogenase-like protein 2",5.85607991739026,58343.93674,-0.502099236641221
4381,"Q4V8G7","Cenpu","Centromere protein U",9.77335185135415,46801.00034,-1.06512195121951
4382,"Q4V8H8","Ehd2","EH domain-containing protein 2",6.1269720339475,61237.47774,-0.318232044198895
4383,"Q4V8H9","Ifit2","Interferon-induced protein with tetratricopeptide repeats 2",6.08882102784049,53944.09364,-0.765948275862069
4384,"Q4V8I5","Arl6ip4","ADP-ribosylation factor-like protein 6-interacting protein 4",11.1222848767678,25768.91464,-1.49177489177489
4385,"Q4V8I9","Ugp2","UTP--glucose-1-phosphate uridylyltransferase",7.3043488194491,57023.38064,-0.288976377952756
4386,"Q4V8J7","Spin1","Spindlin-1",6.49084480405988,29628.57724,-0.613740458015267
4387,"Q4V8K1","Steap4","Metalloreductase STEAP4",9.27342048389253,52764.81484,0.286595744680851
4388,"Q4V8K2","Ctnnbl1","Beta-catenin-like protein 1",4.95068105990193,64948.07304,-0.515275310834814
4389,"Q4V8K3","Naa11","N-alpha-acetyltransferase 11",5.06124985363318,27622.68824,-0.789024390243902
4390,"Q4V8K5","Brox","BRO1 domain-containing protein BROX",7.6750406033041,46191.88404,-0.403649635036496
4391,"Q4V9H5","Phf20l1","PHD finger protein 20-like protein 1",6.53076678736045,114084.47904,-0.791231527093596
4392,"Q4VSI4","Usp7","Ubiquitin carboxyl-terminal hydrolase 7",5.31018694437669,128431.14734,-0.644061650045331
4393,"Q505J8","Farsa","Phenylalanine--tRNA ligase alpha subunit",8.30989740610425,57719.89134,-0.438582677165354
4394,"Q505J9","Atad1","Outer mitochondrial transmembrane helix translocase",6.45036052646969,40717.00874,-0.245983379501385
4395,"Q535K8","Gon4l","GON-4-like protein",4.81777680689104,247902.63034,-0.694547872340426
4396,"Q53UA7","Taok3","Serine/threonine-protein kinase TAO3",6.92728193332188,105473.94554,-0.908240534521158
4397,"Q561Q8","Med4","Mediator of RNA polymerase II transcription subunit 4",4.94726023677919,29825.52524,-0.614814814814815
4398,"Q561R0","Mzb1","Marginal zone B- and B1-cell-specific protein",5.31173086824597,20712.31754,-0.43031914893617
4399,"Q561R9","Lactb2","Endoribonuclease LACTB2",5.90507695584617,32484.13744,-0.315277777777778
4400,"Q561S0","Ndufa10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",7.75569829122701,40493.08984,-0.436056338028169
4401,"Q562A2","Zfr","Zinc finger RNA-binding protein",9.017600481815,116818.10704,-0.491891891891892
4402,"Q562B5","Pgam5","Serine/threonine-protein phosphatase PGAM5, mitochondrial",8.87407130338728,32060.49334,-0.367361111111111
4403,"Q562C2","Bop1","Ribosome biogenesis protein BOP1",6.0017201911665,82639.76194,-0.50875512995896
4404,"Q562C6","Lztfl1","Leucine zipper transcription factor-like protein 1",5.22086957865292,34638.20654,-0.750167224080268
4405,"Q562C9","Adi1","Acireductone dioxygenase",5.19193683834532,21461.42044,-0.700558659217877
4406,"Q566C7","Nudt3","Diphosphoinositol polyphosphate phosphohydrolase 1",6.01183131129897,19095.58374,-0.554761904761905
4407,"Q566E4","Hnrnpr","Heterogeneous nuclear ribonucleoprotein R",8.24584590752551,70874.02704,-0.934177215189873
4408,"Q566E5","Poglut3","Protein O-glucosyltransferase 3",8.47634591540126,58701.34494,-0.471850393700787
4409,"Q566Q8","Bles03","UPF0696 protein C11orf68 homolog",5.75493199346148,31443.14724,-0.402054794520548
4410,"Q566R0","Them4","Acyl-coenzyme A thioesterase THEM4",9.11089979477718,26089.30374,-0.281739130434783
4411,"Q568Y6","Dmap1","DNA methyltransferase 1-associated protein 1",9.5000472242313,53173.78914,-0.813888888888889
4412,"Q568Z6","Ist1","IST1 homolog",5.3055369895006,39941.89624,-0.301639344262295
4413,"Q569B7","Rwdd4","RWD domain-containing protein 4",5.20516325758524,21114.59804,-0.73936170212766
4414,"Q56A18","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",4.76087196144966,42831.26504,-1.16143617021277
4415,"Q56A27","Ncbp1","Nuclear cap-binding protein subunit 1",6.17861309832603,91910.68944,-0.311392405063291
4416,"Q56AP7","Crbn","Protein cereblon",5.2814732284763,50877.13434,-0.380898876404494
4417,"Q56B11","Pelp1","Proline-, glutamic acid- and leucine-rich protein 1",4.27433908910005,119138.96114,-0.259911504424779
4418,"Q58FK9","Kyat3","Kynurenine--oxoglutarate transaminase 3",8.61396081981095,51044.10234,-0.138986784140969
4419,"Q58NB7","Rarres1","Retinoic acid receptor responder (Tazarotene induced) 1",6.0164843749116,31952.64594,-0.261267605633803
4420,"Q5BJ92","Ppp4c","Serine/threonine-protein phosphatase 4 catalytic subunit",4.91383191812478,35067.87274,-0.190553745928339
4421,"Q5BJK8","Golim4","Golgi integral membrane protein 4",4.80169275232768,76596.61714,-1.56049004594181
4422,"Q5BJN5","Chchd4","Mitochondrial intermembrane space import and assembly protein 40",4.21554430566721,15466.87024,-0.855395683453237
4423,"Q5BJN8","Sde2","UBL fusion protein SDE2",5.44916527337457,48083.70834,-0.6734375
4424,"Q5BJP2","Cwc15","Spliceosome-associated protein CWC15 homolog",5.55317871735729,26638.37524,-1.43100436681223
4425,"Q5BJP3","Ufm1","Ubiquitin-fold modifier 1",9.36137493236731,9117.57974,0.0811764705882353
4426,"Q5BJQ0","Coq8a","Atypical kinase COQ8A, mitochondrial",6.03533037197205,72225.60594,-0.246841294298921
4427,"Q5BJQ6","Cstf1","Cleavage stimulation factor subunit 1",6.12946482870382,48381.72174,-0.330858468677494
4428,"Q5BJS0","Dhx30","ATP-dependent RNA helicase DHX30",9.02663626693981,133997.29254,-0.318760469011725
4429,"Q5BJT0","Arglu1","Arginine and glutamate-rich protein 1",10.3527766149734,32887.00614,-1.80885608856089
4430,"Q5BJT7","Ccdc93","Coiled-coil domain-containing protein 93",7.35580262220807,72635.85194,-0.769634340222576
4431,"Q5BJX0","Ntmt1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",6.50091758417551,25464.20254,-0.269058295964126
4432,"Q5BJX1","Mrpl41","39S ribosomal protein L41, mitochondrial",9.9075502303178,15192.58554,-0.51044776119403
4433,"Q5BJY6","Amdhd2","N-acetylglucosamine-6-phosphate deacetylase",5.92818823220099,43538.73574,0.125672371638142
4434,"Q5BJZ6","Carnmt1","Carnosine N-methyltransferase",5.87492025993942,46384.75174,-0.4495
4435,"Q5BK07","Ccdc43","Coiled-coil domain-containing protein 43",4.85202173914299,25060.94054,-0.914864864864865
4436,"Q5BK11","Stap1","Signal transducing adaptor family member 1",7.77322578639535,34505.77864,-0.580808080808081
4437,"Q5BK20","Jpt2","Jupiter microtubule associated homolog 2",8.89311219553712,20070.32324,-0.966842105263158
4438,"Q5BK32","Faf2","FAS-associated factor 2",5.70332232690698,41079.56204,-0.738728323699422
4439,"Q5BK39","","Transmembrane protein C16orf54 homolog",5.03593026245479,24503.78954,-0.371111111111111
4440,"Q5BK43","Epsti1","Epithelial-stromal interaction protein 1",9.93877695834261,35965.14374,-1.35828025477707
4441,"Q5BK63","Ndufa9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",9.82782824292927,42559.19174,-0.0907161803713528
4442,"Q5BK64","Rpp40","Ribonuclease P protein subunit p40",6.39222901408839,41639.70954,-0.313223140495868
4443,"Q5BK81","Ptgr2","Prostaglandin reductase 2",5.36549253990879,38136.42844,-0.185754985754986
4444,"Q5BKE0","Taf9","Transcription initiation factor TFIID subunit 9",8.46273857962549,28994.00944,-0.540151515151515
4445,"Q5CD77","Tbc1d14","TBC1 domain family member 14",5.66944789663757,78208.88354,-0.398847262247839
4446,"Q5D1Z3","Nol12","Nucleolar protein 12",10.0675606008938,25185.60914,-1.42361111111111
4447,"Q5EAJ6","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",4.85874626670161,42360.59754,-0.702680965147453
4448,"Q5EAN7","Terf2ip","Telomeric repeat-binding factor 2-interacting protein 1",4.72686278947969,43418.20414,-0.775826972010178
4449,"Q5EB59","Med23","Mediator of RNA polymerase II transcription subunit 23",7.02479135516377,156231.80664,-0.00241404535479155
4450,"Q5EB77","Rab18","Ras-related protein Rab-18",5.11422929933146,22976.08654,-0.307766990291262
4451,"Q5EB81","Cyb5r1","NADH-cytochrome b5 reductase 1",8.94943666693173,34222.87864,-0.131475409836066
4452,"Q5EB90","Polr2c","Polymerase (RNA) II (DNA directed) polypeptide C, 33kDa",4.7935327782915,31443.18224,-0.564363636363636
4453,"Q5EB92","Wdr70","WD repeat-containing protein 70",5.97065538135545,72835.69764,-0.72381679389313
4454,"Q5EB96","Septin1","Septin-1",5.60092694170213,42057.85644,-0.577595628415301
4455,"Q5EBA1","Supv3l1","ATP-dependent RNA helicase SUPV3L1, mitochondrial",8.18966676035908,86705.71494,-0.236340206185567
4456,"Q5EBC0","Itih4","Inter alpha-trypsin inhibitor, heavy chain 4",5.82122150420135,103755.31924,-0.285530546623794
4457,"Q5EGY4","Ykt6","Synaptobrevin homolog YKT6",6.49663224520216,22369.49374,-0.28030303030303
4458,"Q5EIC4","Irf2bpl","Probable E3 ubiquitin-protein ligase IRF2BPL",8.56360762136203,81495.70504,-0.470753512132823
4459,"Q5FVC2","Arhgef2","Rho guanine nucleotide exchange factor 2",6.75412976930511,111909.34944,-0.564060913705584
4460,"Q5FVC7","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",6.262400485927,87229.78844,-0.571948051948052
